city,category,name,url,address,website,email,scrapedAt
"New York","Sports & Fitness","TMPL Fitness","https://www.google.com/maps/place/TMPL+Fitness/data=!4m7!3m6!1s0x89c259dd69c2fe9f:0xb70c9517a081797a!8m2!3d40.7232469!4d-73.9853726!16s%2Fg%2F11lh7bgky1!19sChIJn_7Cad1ZwokRenmBoBeVDLc?authuser=0&hl=en&rclk=1","28-30 Avenue A, New York, NY 10009, United States","https://www.tmplclubs.com/locations/tmpl-avenue-a?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_id=ave_a","Not found","2026-08-17 10:26:27 IST"
"New York","Sports & Fitness","JDI Barbell Tribeca","https://www.google.com/maps/place/JDI+Barbell+Tribeca/data=!4m7!3m6!1s0x89c25b2de2fa9991:0x38eed13736729a5e!8m2!3d40.7165872!4d-74.0048064!16s%2Fg%2F11jzgy935z!19sChIJkZn64i1bwokRXppyNjfR7jg?authuser=0&hl=en&rclk=1","Retail Level, 93 Worth St, New York, NY 10013, United States","https://www.jdibarbell.com/","Not found","2026-08-17 10:26:40 IST"
"New York","Sports & Fitness","Gym U NYC","https://www.google.com/maps/place/Gym+U+NYC/data=!4m7!3m6!1s0x89c2598b6145a441:0x693f5ca18d54c80e!8m2!3d40.7445928!4d-73.9961144!16s%2Fg%2F11k434pscs!19sChIJQaRFYYtZwokRDshUjaFcP2k?authuser=0&hl=en&rclk=1","215 W 23rd St, New York, NY 10011, United States","http://gymunyc.com/","Not found","2026-08-17 10:26:54 IST"
"New York","Electronics","PayMore- Buy, Sell & Trade Electronics","https://www.google.com/maps/place/PayMore-+Buy,+Sell+%26+Trade+Electronics/data=!4m7!3m6!1s0x89c2fbddff987821:0x599fc5cc80294d29!8m2!3d40.92543!4d-74.08683!16s%2Fg%2F11ydc6n355!19sChIJIXiY_937wokRKU0pgMzFn1k?authuser=0&hl=en&rclk=1","175 Rte 4, Paramus, NJ 07652, United States","http://paramusnj.paymore.com/","Not found","2026-08-17 10:27:13 IST"
"New York","Electronics","Best Buy","https://www.google.com/maps/place/Best+Buy/data=!4m7!3m6!1s0x89c258fe2b9f4ce7:0x40e1aa104ed78ba6!8m2!3d40.7548416!4d-73.9796849!16s%2Fg%2F113fws5n9!19sChIJ50yfK_5YwokRpovXThCq4UA?authuser=0&hl=en&rclk=1","531 5th Ave, New York, NY 10017, United States","https://stores.bestbuy.com/ny/new-york/531-5th-ave-1028.html/?ref=NS&loc=ns100","Not found","2026-08-17 10:27:20 IST"
"New York","Electronics","Sell Electronics NYC","https://www.google.com/maps/place/Sell+Electronics+NYC/data=!4m7!3m6!1s0x89c258ff11867add:0x8bcd4f7c6023a36f!8m2!3d40.7571595!4d-73.9802025!16s%2Fg%2F1tl8lmlr!19sChIJ3XqGEf9YwokRb6MjYHxPzYs?authuser=0&hl=en&rclk=1","30 W 47th St, New York, NY 10036, United States","http://sellelectronicsnyc.com/","Not found","2026-08-17 10:27:25 IST"
"New York","Electronics","Electronics Garden - iphone Repair","https://www.google.com/maps/place/Electronics+Garden+-+iphone+Repair/data=!4m7!3m6!1s0x89c2590df13bf775:0xac6b4b52318309ed!8m2!3d40.7526256!4d-73.9890855!16s%2Fg%2F11vhzy3pn6!19sChIJdfc78Q1ZwokR7QmDMVJLa6w?authuser=0&hl=en&rclk=1","499 7th Ave, New York, NY 10001, United States","https://electronicsgardenrepair.com/","electronicsgardenrepair@gmail.com","2026-08-17 10:27:27 IST"
"New York","Electronics","Lucas Electronics","https://www.google.com/maps/place/Lucas+Electronics/data=!4m7!3m6!1s0x89c25940ca923de7:0xb6501a9f5b8d98b1!8m2!3d40.7298494!4d-73.9539728!16s%2Fg%2F11btx0zwz9!19sChIJ5z2SykBZwokRsZiNW58aULY?authuser=0&hl=en&rclk=1","886 Manhattan Ave, Brooklyn, NY 11222, United States","Not found","Not found","2026-08-17 10:27:29 IST"
"New York","Electronics","NEW YORK ELECTRONICS","https://www.google.com/maps/place/NEW+YORK+ELECTRONICS/data=!4m7!3m6!1s0x89c2f3f643d0eccd:0xf5fa7a4576eadbea!8m2!3d40.8661397!4d-73.9200399!16s%2Fg%2F11gfd6r9bv!19sChIJzezQQ_bzwokR6tvqdkV6-vU?authuser=0&hl=en&rclk=1","559 W 207th St, New York, NY 10034, United States","Not found","Not found","2026-08-17 10:27:33 IST"
"New York","Electronics","Best Buy","https://www.google.com/maps/place/Best+Buy/data=!4m7!3m6!1s0x89c25998db38e185:0xddc4308a17270781!8m2!3d40.734316!4d-73.990105!16s%2Fg%2F1tdvl2j3!19sChIJheE425hZwokRgQcnF4owxN0?authuser=0&hl=en&rclk=1","52 E 14th St, New York, NY 10003, United States","https://stores.bestbuy.com/ny/new-york/52-e-14th-st-1531.html/?ref=NS&loc=ns100","Not found","2026-08-17 10:27:38 IST"
"New York","Electronics","Apple Fifth Avenue","https://www.google.com/maps/place/Apple+Fifth+Avenue/data=!4m7!3m6!1s0x89c258f0741ceda7:0x4fd23cddb7a3d144!8m2!3d40.7638478!4d-73.9729785!16s%2Fg%2F1yl47t1xt!19sChIJp-0cdPBYwokRRNGjt9080k8?authuser=0&hl=en&rclk=1","767 5th Ave, New York, NY 10153, United States","https://www.apple.com/retail/fifthavenue?cid=aos-us-seo-maps","fifthavenue@apple.com","2026-08-17 10:27:42 IST"
"New York","Electronics","Best Buy","https://www.google.com/maps/place/Best+Buy/data=!4m7!3m6!1s0x89c259a49ea473d5:0xc9fa4d98aafcebd7!8m2!3d40.7426187!4d-73.992714!16s%2Fg%2F1tglnv4x!19sChIJ1XOknqRZwokR1-v8qphN-sk?authuser=0&hl=en&rclk=1","60 W 23rd St, New York, NY 10010, United States","https://stores.bestbuy.com/ny/new-york/60-w-23rd-st-482.html/?ref=NS&loc=ns100","Not found","2026-08-17 10:27:47 IST"
"New York","Electronics","Best Buy","https://www.google.com/maps/place/Best+Buy/data=!4m7!3m6!1s0x89c2598fbe3b0cc9:0xc9af9b70e5c4d4f9!8m2!3d40.7257151!4d-73.9959345!16s%2Fg%2F1tfdzs46!19sChIJyQw7vo9ZwokR-dTE5XCbr8k?authuser=0&hl=en&rclk=1","622 Broadway, New York, NY 10012, United States","https://stores.bestbuy.com/ny/new-york/622-broadway-609.html/?ref=NS&loc=ns100","Not found","2026-08-17 10:27:51 IST"
"New York","Electronics","Paymore - Buy, Sell & Trade Electronics","https://www.google.com/maps/place/Paymore+-+Buy,+Sell+%26+Trade+Electronics/data=!4m7!3m6!1s0x89c2597551bd4af3:0x54ba1ae4d568ef1e!8m2!3d40.7450216!4d-73.9972132!16s%2Fg%2F11tjf7dmmy!19sChIJ80q9UXVZwokRHu9o1eQaulQ?authuser=0&hl=en&rclk=1","251 W 23rd St, New York, NY 10011, United States","https://chelseany.paymore.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP&utm_content=website_button","Not found","2026-08-17 10:27:59 IST"
"New York","Electronics","Electronics R Us","https://www.google.com/maps/place/Electronics+R+Us/data=!4m7!3m6!1s0x89c25bfbdcb19c15:0x178dd8717d806ffb!8m2!3d40.7033685!4d-73.9427063!16s%2Fg%2F1xgzcp_v!19sChIJFZyx3PtbwokR-2-AfXHYjRc?authuser=0&hl=en&rclk=1","53 Graham Ave, Brooklyn, NY 11206, United States","http://www.electronicsrusny.com/","jtitor1965@gmail.com","2026-08-17 10:28:03 IST"
"New York","Electronics","Nortronics nyc ltd","https://www.google.com/maps/place/Nortronics+nyc+ltd/data=!4m7!3m6!1s0x89c259a5e7464dc9:0xe7042bf8cda7bba!8m2!3d40.7448669!4d-73.9893885!16s%2Fg%2F1262ryx1g!19sChIJyU1G56VZwokRunvajL9CcA4?authuser=0&hl=en&rclk=1","29 W 27th St, New York, NY 10001, United States","http://nortronicsnycltd.com/","info@12shirts.com","2026-08-17 10:28:06 IST"
"New York","Electronics","New Hitech Service Center","https://www.google.com/maps/place/New+Hitech+Service+Center/data=!4m7!3m6!1s0x89c25a29adea0ef3:0xf9671ee728c751a2!8m2!3d40.7149614!4d-73.9914739!16s%2Fg%2F1tg_bdl5!19sChIJ8w7qrSlawokRolHHKOceZ_k?authuser=0&hl=en&rclk=1","47 Canal St 1st Floor, New York, NY 10002, United States","http://www.newhitech.net/","info@newhitech.net, newhitech.studio47@gmail.com","2026-08-17 10:28:11 IST"
"New York","Electronics","XCUBICLE - Tech Repairs","https://www.google.com/maps/place/XCUBICLE+-+Tech+Repairs/data=!4m7!3m6!1s0x89c25a29eb9063a1:0xd48ed1b6f467602!8m2!3d40.7069615!4d-74.0097684!16s%2Fg%2F1tj2cxtw!19sChIJoWOQ6ylawokRAnZGbxvtSA0?authuser=0&hl=en&rclk=1","40 Wall St Fl 29, New York, NY 10005, United States","https://xcubicle.com/#contact","Not found","2026-08-17 10:28:17 IST"
"New York","Electronics","150 Broadway Electronics","https://www.google.com/maps/place/150+Broadway+Electronics/data=!4m7!3m6!1s0x89c2f775babcd5ed:0xb7f2f69676bcb536!8m2!3d40.829561!4d-73.9485086!16s%2Fg%2F11s8kl6nmc!19sChIJ7dW8unX3wokRNrW8dpb28rc?authuser=0&hl=en&rclk=1","3641 Broadway, New York, NY 10031, United States","Not found","Not found","2026-08-17 10:28:21 IST"
"New York","Electronics","Quick Repair and Electronics","https://www.google.com/maps/place/Quick+Repair+and+Electronics/data=!4m7!3m6!1s0x89c25977d4715555:0xce66486f946fb0a1!8m2!3d40.7276602!4d-73.9826586!16s%2Fg%2F11ggr5v424!19sChIJVVVx1HdZwokRobBvlG9IZs4?authuser=0&hl=en&rclk=1","151 Avenue A, New York, NY 10009, United States","http://www.quickrepairona.com/","info@quickrepairona.com","2026-08-17 10:28:25 IST"
"New York","Electronics","Mathlaboul Fawzaini Electronics","https://www.google.com/maps/place/Mathlaboul+Fawzaini+Electronics/data=!4m7!3m6!1s0x89c2f61106a17c67:0x575881eb4e1bff34!8m2!3d40.8027608!4d-73.9509796!16s%2Fg%2F1tfgqb1y!19sChIJZ3yhBhH2wokRNP8bTuuBWFc?authuser=0&hl=en&rclk=1","131 W 116th St, New York, NY 10026, United States","Not found","Not found","2026-08-17 10:28:26 IST"
"New York","Electronics","Stereo Exchange","https://www.google.com/maps/place/Stereo+Exchange/data=!4m7!3m6!1s0x89c2598fc0784dbd:0xccaf393b1fe900e7!8m2!3d40.7375006!4d-73.9907455!16s%2Fg%2F1tl_mmsf!19sChIJvU14wI9ZwokR5wDpHzs5r8w?authuser=0&hl=en&rclk=1","23 E 17th St 2nd Floor, New York, NY 10003, United States","http://www.stereoexchange.com/","Not found","2026-08-17 10:28:31 IST"
"New York","Electronics","5th Electronics Corp","https://www.google.com/maps/place/5th+Electronics+Corp/data=!4m7!3m6!1s0x89c25be35fbd1a0b:0x837dd630114c4455!8m2!3d40.6412553!4d-74.0140215!16s%2Fg%2F11z2knk_d4!19sChIJCxq9X-NbwokRVURMETDWfYM?authuser=0&hl=en&rclk=1","5619 5th Ave, Brooklyn, NY 11220, United States","Not found","Not found","2026-08-17 10:28:33 IST"
"New York","Electronics","U Sell I Buy","https://www.google.com/maps/place/U+Sell+I+Buy/data=!4m7!3m6!1s0x89c25919133e1583:0x36f78bdf5b885e64!8m2!3d40.7520099!4d-73.9912099!16s%2Fg%2F11z7fppgrp!19sChIJgxU-ExlZwokRZF6IW9-L9zY?authuser=0&hl=en&rclk=1","224 W 35th St Ste 700-6, New York, NY 10001, United States","https://www.usellibuy.us/","wepaymorecorp@gmail.com","2026-08-17 10:28:42 IST"
"New York","Electronics","Adorama","https://www.google.com/maps/place/Adorama/data=!4m7!3m6!1s0x89c259a2d8828ea5:0x8af6b6e643a75575!8m2!3d40.7393143!4d-73.9940933!16s%2Fg%2F1tgjm65t!19sChIJpY6C2KJZwokRdVWnQ-a29oo?authuser=0&hl=en&rclk=1","42 W 18th St, New York, NY 10011, United States","https://www.adorama.com/","Not found","2026-08-17 10:28:44 IST"
"New York","Electronics","Micro Center","https://www.google.com/maps/place/Micro+Center/data=!4m7!3m6!1s0x89c25ac02c3f7c29:0x9e08db63d2d139b0!8m2!3d40.658742!4d-74.0040142!16s%2Fg%2F1pzr_k3l9!19sChIJKXw_LMBawokRsDnR0mPbCJ4?authuser=0&hl=en&rclk=1","850 3rd Ave, Brooklyn, NY 11232, United States","https://www.microcenter.com/site/stores/brooklyn.aspx?storeid=115","Not found","2026-08-17 10:28:48 IST"
"New York","Electronics","Broadway Electronics","https://www.google.com/maps/place/Broadway+Electronics/data=!4m7!3m6!1s0x89c25f36e832217d:0xee1610d9f602d53d!8m2!3d40.763412!4d-73.9280026!16s%2Fg%2F11bc6z8qbs!19sChIJfSEy6DZfwokRPdUC9tkQFu4?authuser=0&hl=en&rclk=1","25-03 Broadway, Astoria, NY 11106, United States","Not found","Not found","2026-08-17 10:28:57 IST"
"New York","Electronics","Apple SoHo","https://www.google.com/maps/place/Apple+SoHo/data=!4m7!3m6!1s0x89c2598ef4ac7557:0x82a5771324cf7f25!8m2!3d40.725058!4d-73.999029!16s%2Fg%2F1tmy5zj3!19sChIJV3Ws9I5ZwokRJX_PJBN3pYI?authuser=0&hl=en&rclk=1","103 Prince St, New York, NY 10012, United States","https://www.apple.com/retail/soho?cid=aos-us-seo-maps","soho@apple.com","2026-08-17 10:29:04 IST"
"New York","Home & Furniture","Furnish Green","https://www.google.com/maps/place/Furnish+Green/data=!4m7!3m6!1s0x89c259a8d04c0a5b:0x5a6401e50bbca22f!8m2!3d40.7440977!4d-73.9938469!16s%2Fg%2F1v6qjjrg!19sChIJWwpM0KhZwokRL6K8C-UBZFo?authuser=0&hl=en&rclk=1","132 1/2 W 24th St, New York, NY 10011, United States","http://www.furnishgreen.com/","furnishgreen@gmail.com","2026-08-17 10:29:21 IST"
"New York","Home & Furniture","Home style furniture of astoria","https://www.google.com/maps/place/Home+style+furniture+of+astoria/data=!4m7!3m6!1s0x89c25f37376ef227:0x12f24218d5b7cb00!8m2!3d40.7624516!4d-73.9258371!16s%2Fg%2F1tmxggsm!19sChIJJ_JuNzdfwokRAMu31RhC8hI?authuser=0&hl=en&rclk=1","30-03 Broadway, Astoria, NY 11106, United States","http://hstylef.com/","Not found","2026-08-17 10:29:25 IST"
"New York","Home & Furniture","New Home Furniture Corp","https://www.google.com/maps/place/New+Home+Furniture+Corp/data=!4m7!3m6!1s0x89c24551ad347f51:0xb50a0da7c0c3cffe!8m2!3d40.6344384!4d-74.0203629!16s%2Fg%2F1td2vtck!19sChIJUX80rVFFwokR_s_DwKcNCrU?authuser=0&hl=en&rclk=1","6745 5th Ave, Brooklyn, NY 11220, United States","http://www.newhome-furniture.com/","Not found","2026-08-17 10:29:32 IST"
"New York","Home & Furniture","Brooklyn City Furniture","https://www.google.com/maps/place/Brooklyn+City+Furniture/data=!4m7!3m6!1s0x89c25946d40dfa05:0xe74ff63788916add!8m2!3d40.728413!4d-73.9532375!16s%2Fg%2F11cfbq1hb!19sChIJBfoN1EZZwokR3WqRiDf2T-c?authuser=0&hl=en&rclk=1","820 Manhattan Ave, Brooklyn, NY 11222, United States","http://brooklyncityfurniture.com/","info@brooklyncityfurniture.com","2026-08-17 10:29:34 IST"
"New York","Home & Furniture","Villa & House New York (Originally known as Bungalow 5)","https://www.google.com/maps/place/Villa+%26+House+New+York+%28Originally+known+as+Bungalow+5%29/data=!4m7!3m6!1s0x89c259e39e8b6533:0x5266df309640a1cd!8m2!3d40.7403297!4d-73.989775!16s%2Fg%2F11kbdjtxvr!19sChIJM2WLnuNZwokRzaFAljDfZlI?authuser=0&hl=en&rclk=1","931 Broadway, New York, NY 10010, United States","http://www.vandh.com/","info@vandh.com","2026-08-17 10:29:41 IST"
"New York","Home & Furniture","Maiden Home","https://www.google.com/maps/place/Maiden+Home/data=!4m7!3m6!1s0x89c25b19f7c64d8f:0x9f35d93ceba465f6!8m2!3d40.740012!4d-74.0075227!16s%2Fg%2F11j53h5j8m!19sChIJj03G9xlbwokR9mWk6zzZNZ8?authuser=0&hl=en&rclk=1","34 Little W 12th St, New York, NY 10014, United States","http://www.maidenhome.com/","design@maidenhome.com","2026-08-17 10:29:48 IST"
"New York","Home & Furniture","Ethan Allen","https://www.google.com/maps/place/Ethan+Allen/data=!4m7!3m6!1s0x89c258e5f6781811:0x24ff6ed449772319!8m2!3d40.760458!4d-73.9693232!16s%2Fg%2F1tdh4sk2!19sChIJERh49uVYwokRGSN3SdRu_yQ?authuser=0&hl=en&rclk=1","685 Lexington Ave, New York, NY 10022, United States","https://www.ethanallen.com/en_US/store-details?StoreID=507","customerservice@ethanallen.com, orders@ethanallen.com","2026-08-17 10:29:54 IST"
"New York","Home & Furniture","Sundays Furniture NYC","https://www.google.com/maps/place/Sundays+Furniture+NYC/data=!4m7!3m6!1s0x89c259b96b701ea3:0x664e2b327d085126!8m2!3d40.7390154!4d-73.9924838!16s%2Fg%2F11md28ns6r!19sChIJox5wa7lZwokRJlEIfTIrTmY?authuser=0&hl=en&rclk=1","7 W 18th St, New York, NY 10011, United States","https://www.sundays-company.com/pages/showrooms/nyc","info@sundays-company.com","2026-08-17 10:29:58 IST"
"New York","Home & Furniture","Safavieh Home Furnishings","https://www.google.com/maps/place/Safavieh+Home+Furnishings/data=!4m7!3m6!1s0x89c25903e310a0e9:0x30c56864ac43ae08!8m2!3d40.7268669!4d-74.0007476!16s%2Fg%2F11h777jcwk!19sChIJ6aAQ4wNZwokRCK5DrGRoxTA?authuser=0&hl=en&rclk=1","150 Thompson St, New York, NY 10012, United States","https://safaviehhome.com/","home@safavieh.com, emailhome@safavieh.com","2026-08-17 10:30:05 IST"
"New York","Home & Furniture","Jensen-Lewis Furniture","https://www.google.com/maps/place/Jensen-Lewis+Furniture/data=!4m7!3m6!1s0x89c258e5b9d1b4e9:0x3397b90cfe40548c!8m2!3d40.7607444!4d-73.9669261!16s%2Fg%2F1vlk2gq2!19sChIJ6bTRueVYwokRjFRA_gy5lzM?authuser=0&hl=en&rclk=1","969 3rd Ave, New York, NY 10022, United States","https://www.jensen-lewis.com/","Not found","2026-08-17 10:30:10 IST"
"New York","Home & Furniture","7th Avenue @ Nolita NYC","https://www.google.com/maps/place/7th+Avenue+@+Nolita+NYC/data=!4m7!3m6!1s0x89c259231283982b:0xe3f52e06bfebb9b7!8m2!3d40.7204937!4d-73.9960938!16s%2Fg%2F11kq5chc8b!19sChIJK5iDEiNZwokRt7nrvwYu9eM?authuser=0&hl=en&rclk=1","175 A Mott St, New York, NY 10012, United States","https://7thavenue.co/","sales@7thavenue.co, support@7thavenue.co, press@7thavenue.co","2026-08-17 10:30:17 IST"
"New York","Home & Furniture","Canal Furniture","https://www.google.com/maps/place/Canal+Furniture/data=!4m7!3m6!1s0x89c2598a73af69c1:0xcf9b9ae0dfe06241!8m2!3d40.7186887!4d-74.0021707!16s%2Fg%2F1td145l_!19sChIJwWmvc4pZwokRQWLg3-Cam88?authuser=0&hl=en&rclk=1","402 Broadway, New York, NY 10013, United States","https://nyfurniture.com/","Not found","2026-08-17 10:30:25 IST"
"New York","Home & Furniture","Safavieh Home Furnishings","https://www.google.com/maps/place/Safavieh+Home+Furnishings/data=!4m7!3m6!1s0x89c259a3d09a2193:0x686874ce1f3339ff!8m2!3d40.7394174!4d-73.9988707!16s%2Fg%2F1tgb8875!19sChIJkyGa0KNZwokR_zkzH850aGg?authuser=0&hl=en&rclk=1","89 7th Ave, New York, NY 10011, United States","https://safaviehhome.com/","home@safavieh.com, emailhome@safavieh.com","2026-08-17 10:30:32 IST"
